CAPE_u,CAPE_ext,CAPE_dist,dh,sat_def,P,RH,dz,ent_b
0.0,0.0,0.0,-3.0578317024046555,0.012218546694868014,0.0,0.02,4400.0,0.0
4888.9200431454055,3557.955320269096,80.42275300751376,-9984.943119370568,0.008583070234972685,1.0,0.02,4300.0,0.00016597605629390131
7647.435580089077,4754.036896384483,51.28271115432809,-12457.883117765232,0.006838171945494833,2.0,0.02,4250.0,0.00033058603902421014
9579.460310098171,5122.013305881268,38.148722556752034,-13022.266703139685,0.005757859823711269,3.0,0.02,4200.0,0.0004938522518074283
11062.723741114294,5118.576075865918,30.689084754676063,-12894.759947183302,0.005011429317331427,4.0,0.02,4150.0,0.0006557964564598195
12262.83790531001,4939.18363361916,25.89717836174014,-12485.064924198625,0.0044781893966565536,5.0,0.02,4150.0,0.000816439890405104
13267.940230663247,4680.643033781118,22.55898647170079,-11960.009176840977,0.004050018357063315,6.0,0.02,4100.0,0.000975803283388641
14130.647273032731,4393.160099682199,20.109264874993805,-11395.52623163347,0.0037222338428797765,7.0,0.02,4100.0,0.001133906873530906
14884.91287878644,4103.578739703934,18.215403693110897,-10827.623085335865,0.003552438874648141,8.0,0.02,4150.0,0.0012907704227514234
15553.916234328657,3825.772845126306,16.749503027064883,-10274.820901056402,0.0033108332184128763,9.0,0.02,4100.0,0.0014464132315925218
16154.190926086609,3566.335516085065,15.549052897618601,-9744.790718597214,0.0031163675768104354,10.0,0.02,4100.0,0.001600854153470727
16697.927747477414,3327.9497920018553,14.572336537995932,-9240.927687898213,0.002948718361716606,11.0,0.02,4100.0,0.0017541116083821093
17194.376976695527,3111.1250208982296,13.744933902268754,-8764.188906978674,0.0028025372284509516,12.0,0.02,4100.0,0.0019062035960864987
17650.72092916248,2915.178715117307,13.029581552056362,-8314.290784515186,0.0026646428287527596,13.0,0.02,4050.0,0.0020571477087941567
18072.633839039278,2739.0059785353596,12.414187844474611,-7890.0563176400065,0.0025508626664460902,14.0,0.02,4050.0,0.002206961143377308
18464.693879190512,2581.5591602689688,11.923992957614892,-7489.995924218947,0.0024490706497153057,15.0,0.02,4050.0,0.002355660713127669
18830.62665071874,2442.123070949891,11.429622646950595,-7112.553804000876,0.0023574059908772205,16.0,0.02,4050.0,0.0025032628590801204
19173.515687570325,2318.781368979211,11.065932360765341,-6756.16130657254,0.0022743788357665333,17.0,0.02,4050.0,0.0026497836609215776
19495.938165500622,2208.8815737491927,10.650439902969268,-6419.29967227043,0.0021987816032506585,18.0,0.02,4050.0,0.002795238847503173
19800.068668939708,2110.311093828278,10.391701742559897,-6100.620169206366,0.0021225213267932817,19.0,0.02,4000.0,0.0029396438069729134
20087.75840641231,2021.3629895014335,10.09386314600741,-5798.700986379063,0.0020592528114009544,20.0,0.02,4000.0,0.0030830135965451673
20360.59566817692,1940.7022346381345,9.80112252385503,-5512.290478689654,0.0020008981090532773,21.0,0.02,4000.0,0.0032253629519224465
20619.952912759116,1867.2018112936282,9.618920210067051,-5240.250501623515,0.0019468843800871214,22.0,0.02,4000.0,0.0033667062963842953
20867.024335216032,1799.9179912628972,9.410982315203045,-4981.538597726172,0.0018967254282130114,23.0,0.02,4000.0,0.003507057749557226
21102.85480472774,1738.0800705500449,9.179660052755548,-4735.200633866058,0.0018500062834177233,24.0,0.02,4000.0,0.0036464311358790926
21328.369481709517,1681.0697941493015,8.995963348333374,-4500.3640406175255,0.0018063705814344649,25.0,0.02,4000.0,0.003784839992770567
21544.37609880122,1628.3109724235087,8.880313982765044,-4276.232692749123,0.0017655095232029646,26.0,0.02,4000.0,0.003922297578525808
21751.59616649993,1579.3456868538665,8.74865814280333,-4062.0816155494103,0.0017214860051383194,27.0,0.02,3950.0,0.004058816879933809
21950.681940898678,1533.7711581058907,8.60223252272607,-3857.2946164451496,0.0016855514977402073,28.0,0.02,3950.0,0.0041944106196413825
22142.204862819424,1491.2415770943257,8.442193010723914,-3661.2042544352917,0.0016516753822219193,29.0,0.02,3950.0,0.004329091263268264
22326.685382398387,1451.4529772574913,8.276513245369388,-3473.2516635969805,0.0016196776815079192,30.0,0.02,3950.0,0.004462871026284196
0.0,0.0,0.0,-3.0578317024046555,0.011645751481176587,0.0,0.06,4400.0,0.0
4695.7371458808775,3414.865181621096,77.23883486010332,-9678.67619440786,0.008313843259406371,1.0,0.06,4300.0,0.00016597605629390131
7376.271692666784,4580.962796781388,49.37949878933671,-12205.197063192514,0.006683295835502866,2.0,0.06,4250.0,0.00033058603902421014
9265.586076423617,4948.692769551996,36.77149087505767,-12862.997307948972,0.005661093044645726,3.0,0.06,4200.0,0.0004938522518074283
10722.099502150344,4954.898985148204,29.59797410316679,-12823.695474199274,0.004948476294533014,4.0,0.06,4150.0,0.0006557964564598195
11904.103994614263,4788.310671036116,24.987036184200516,-12489.644834763181,0.004436821285139329,5.0,0.06,4150.0,0.000816439890405104
12896.306749112926,4542.790703792029,21.771384142459155,-12027.405918691686,0.004038917232217517,6.0,0.06,4150.0,0.000975803283388641
13749.489105683173,4267.677512812521,19.40776413135847,-11515.034955810428,0.003705256754789219,7.0,0.06,4100.0,0.001133906873530906
14496.529686772785,3989.209974797747,17.584003333365963,-10990.295656096227,0.003443894134934738,8.0,0.06,4100.0,0.0012907704227514234
15159.949739874512,3721.2600281020186,16.16704326192785,-10472.849394710654,0.00331698932368271,9.0,0.06,4150.0,0.0014464132315925218
15755.835556241422,3470.471207438828,14.989128169195276,-9972.693676983923,0.003114696984970665,10.0,0.06,4100.0,0.001600854153470727
16296.085746072256,3239.6629967111176,14.051740422522975,-9493.868310881211,0.0029503073292418748,11.0,0.06,4100.0,0.0017541116083821093
16789.739757340594,3029.3886075048063,13.25213238884268,-9038.186944871224,0.002806649021532217,12.0,0.06,4100.0,0.0019062035960864987
17243.8245300367,2839.1634217102537,12.555587904886153,-8605.942381509616,0.002679909211895905,13.0,0.06,4100.0,0.0020571477087941567
17663.911703479418,2667.977282362555,11.987424992906204,-8196.700474783243,0.0025582978231452687,14.0,0.06,4050.0,0.002206961143377308
18054.48383618371,2514.7578650506275,11.49950603685296,-7809.408850784741,0.0024577367080998863,15.0,0.06,4050.0,0.002355660713127669
18419.206466095326,2378.9125741344205,11.008820146608027,-7442.817947220974,0.002367048198520895,16.0,0.06,4050.0,0.0025032628590801204
18761.115128006513,2258.7271566407503,10.671639624818749,-7095.657073050803,0.002284795982844254,17.0,0.06,4050.0,0.0026497836609215776
19082.745666946357,2151.640497687163,10.285530119087785,-6766.652367135663,0.002209813314171519,18.0,0.06,4050.0,0.002795238847503173
19386.23958806261,2055.58775567717,10.012896190022188,-6454.569774507523,0.0021411421080394194,19.0,0.06,4050.0,0.0029396438069729134
19673.42260858762,1968.9407975500103,9.739011514695925,-6158.268295772366,0.0020709920910016544,20.0,0.06,4000.0,0.0030830135965451673
19945.862254345746,1890.3465861725194,9.431730836947297,-5876.681399143581,0.0020129393851808317,21.0,0.06,4000.0,0.0032253629519224465
20204.917706268912,1818.7245338591533,9.263492244075893,-5608.720737507032,0.0019591578295061617,22.0,0.06,4000.0,0.0033667062963842953
20451.76713021316,1753.1733188737376,9.073030899768645,-5353.443576006059,0.0019091738297742006,23.0,0.06,4000.0,0.003507057749557226
20687.44306860224,1692.9425808307265,8.860262969661521,-5109.980374915245,0.0018625826595412098,24.0,0.06,4000.0,0.0036464311358790926
